manv,hoten,phai,ngsinh,cmnd,que,sdt,cstyt,vaitro,chuyenkhoa,matkhau
NV001060,Khuong Nhu Loan,1,1/8/1959,79301001060,Quang Ninh,863607142,CS000011,Nghien cuu,KH000013,NV001060
NV001061,Trung Thi Ai,0,1/9/1986,79301001061,Khanh Hoa,915521577,CS000011,Nghien cuu,KH000019,NV001061
NV001062,Ngo An Chi,1,10/30/1995,79301001062,Dong Thap,980204175,CS000011,Nghien cuu,KH000012,NV001062
NV001063,Huynh Anh Chuong,1,12/24/1998,79301001063,Gia Lai,858817341,CS000011,Nghien cuu,KH000007,NV001063
NV001064,Cong Thanh Nguyet,0,1/3/1990,79301001064,Tuyen Quang,862010427,CS000011,Nghien cuu,KH000025,NV001064
NV001065,Truon Mai Khoa,1,10/27/1993,79301001065,Dong Nai,904048052,CS000011,Nghien cuu,KH000010,NV001065
NV001066,Chung Dai Lam,0,8/20/1953,79301001066,Ha Nam,985403587,CS000011,Nghien cuu,KH000024,NV001066
NV001067,Quang Thi Thy,1,10/29/2000,79301001067,Hai Duong,922275664,CS000011,Nghien cuu,KH000002,NV001067
NV001068,Pham The Dao,0,9/9/1967,79301001068,An Giang,994258570,CS000011,Nghien cuu,KH000009,NV001068
NV001069,Cong Mai Thi,0,10/21/1975,79301001069,Phu Yen,764360706,CS000011,Nghien cuu,KH000003,NV001069
NV001070,Duong Gia Khanh,0,10/4/1996,79301001070,Ba Ria-Vung Tau,327437150,CS000011,Nghien cuu,KH000013,NV001070
NV001071,Hoang Anh Dao,0,9/7/1951,79301001071,Dak Nong,918055664,CS000011,Nghien cuu,KH000005,NV001071
NV001072,Khuong Minh Chu,1,3/21/1994,79301001072,Vinh Phuc,397685447,CS000011,Nghien cuu,KH000021,NV001072
NV001073,Le  Kim Pham,1,8/24/1982,79301001073,Binh Thuan,833153736,CS000011,Nghien cuu,KH000025,NV001073
NV001074,Khuong Thanh Au,0,7/23/1980,79301001074,Ba Ria-Vung Tau,796735361,CS000011,Nghien cuu,KH000011,NV001074
NV001075,Dang Hong Huyen,0,10/9/1993,79301001075,Vinh Phuc,882035744,CS000011,Nghien cuu,KH000006,NV001075
NV001076,Huynh Trong Binh,0,9/21/1965,79301001076,Binh Dinh,891801567,CS000011,Nghien cuu,KH000015,NV001076
NV001077,Binh Vinh Quynh,1,11/9/1977,79301001077,Phu Tho,371024282,CS000011,Nghien cuu,KH000025,NV001077
NV001078,Ngo Dieu Nham,1,6/27/1969,79301001078,Ho Chi Minh,820141768,CS000011,Nghien cuu,KH000012,NV001078
NV001079,Le  Kim Pham,1,3/21/1976,79301001079,Phu Tho,348767212,CS000011,Nghien cuu,KH000019,NV001079
NV001080,Cong Le Dao,0,12/18/1954,79301001080,Dak Lak,895271432,CS000011,Nghien cuu,KH000011,NV001080
NV001081,Dang Thu Phuc,0,12/20/1962,79301001081,Da Nang,592053754,CS000011,Nghien cuu,KH000008,NV001081
NV001082,Quang Hong Tho,1,6/9/1967,79301001082,Yen Bai,385710118,CS000011,Nghien cuu,KH000016,NV001082
NV001083,Phan Dieu Va,0,7/7/1978,79301001083,Dak Nong,374481208,CS000011,Nghien cuu,KH000004,NV001083
NV001084,Bach Hoang Cong,0,12/10/2000,79301001084,Ha Tinh,811865312,CS000011,Nghien cuu,KH000021,NV001084
NV001085,Bui Hieu Sinh,1,5/24/2000,79301001085,Ben Tre,328616473,CS000011,Nghien cuu,KH000019,NV001085
NV001086,Ngo An Thi,0,10/18/1989,79301001086,Thua Thien-Hue,784305550,CS000011,Nghien cuu,KH000019,NV001086
NV001087,Chu Thong Hai,0,4/26/1964,79301001087,Khanh Hoa,941350686,CS000011,Nghien cuu,KH000020,NV001087
NV001088,Trung Duc Luan,1,11/17/1955,79301001088,Bac Ninh,347378175,CS000011,Nghien cuu,KH000004,NV001088
NV001089,Quang Ha Uyen,1,8/23/1962,79301001089,Binh Thuan,370083266,CS000011,Nghien cuu,KH000002,NV001089
NV001090,Cong Viet Dung,1,6/25/1991,79301001090,Tien Giang,785544662,CS000011,Nghien cuu,KH000011,NV001090
NV001091,Phuong Hung Cong,0,10/11/1995,79301001091,Quang Ngai,357416277,CS000011,Nghien cuu,KH000010,NV001091
NV001092,Phi Thi Lam,0,10/26/1988,79301001092,Khanh Hoa,972602244,CS000011,Nghien cuu,KH000012,NV001092
NV001093,Chung Dang Son,1,10/12/1953,79301001093,Tien Giang,944231713,CS000011,Nghien cuu,KH000019,NV001093
NV001094,Lang Huy Ba,1,4/7/1958,79301001094,Can Tho,583747886,CS000011,Nghien cuu,KH000020,NV001094
NV001095,Binh Van Song,0,12/7/1959,79301001095,Hai Phong,590126758,CS000011,Nghien cuu,KH000010,NV001095
NV001096,Sam Mai Niem,0,7/11/1962,79301001096,Hoa Binh,326663762,CS000011,Nghien cuu,KH000001,NV001096
NV001097,Lang Thanh Boc,0,7/18/1992,79301001097,Hau Giang,881051145,CS000011,Nghien cuu,KH000014,NV001097
NV001098,Hua Thu Ly,0,1/19/1967,79301001098,Lai Chau,888757608,CS000011,Nghien cuu,KH000020,NV001098
NV001099,Khuong Duc Chinh,0,8/23/1999,79301001099,Hai Duong,354183417,CS000011,Nghien cuu,KH000024,NV001099
NV001100,Phan Nhu Chuong,0,10/11/1977,79301001100,Dong Thap,350511046,CS000011,Nghien cuu,KH000002,NV001100
NV001101,Quach Thong Thuong,1,7/22/1980,79301001101,Hau Giang,996861322,CS000011,Nghien cuu,KH000002,NV001101
NV001102,Huynh Hoang Lam,1,10/21/1974,79301001102,Yen Bai,910770233,CS000011,Nghien cuu,KH000016,NV001102
NV001103,Bui Hieu Pham,1,10/16/1961,79301001103,Long An,782187564,CS000011,Nghien cuu,KH000024,NV001103
NV001104,Hoang Dang Chinh,0,9/6/1980,79301001104,Kon Tum,867870067,CS000011,Nghien cuu,KH000025,NV001104
NV001105,Cong An Luyen,1,11/22/1978,79301001105,Ben Tre,811737356,CS000011,Nghien cuu,KH000001,NV001105
NV001106,Cong Thu Luan,1,9/12/1957,79301001106,Nam Dinh,798061301,CS000012,Nghien cuu,KH000006,NV001106
NV001107,Trung Hung Hong,0,7/30/1950,79301001107,Cao Bang,596003430,CS000012,Nghien cuu,KH000020,NV001107
NV001108,Chu Thong Anh,1,11/26/1972,79301001108,Binh Phuoc,918232848,CS000012,Nghien cuu,KH000005,NV001108
NV001109,Lanh Vinh Cuong,1,5/18/1973,79301001109,Hung Yen,913137537,CS000012,Nghien cuu,KH000001,NV001109
NV001110,Tran Thanh Ai,0,12/29/1961,79301001110,Hai Phong,581277237,CS000012,Nghien cuu,KH000021,NV001110
NV001111,Truon Hieu Ly,0,6/24/1998,79301001111,Ca Mau,773600320,CS000012,Nghien cuu,KH000023,NV001111
NV001112,Ly An Lam,1,7/2/1961,79301001112,Quang Binh,342457461,CS000012,Nghien cuu,KH000001,NV001112
NV001113,Hua Hung Quoc,1,8/14/1992,79301001113,Ben Tre,911506574,CS000012,Nghien cuu,KH000018,NV001113
NV001114,Hua Duc Huyen,0,3/2/1988,79301001114,Bac Giang,828873463,CS000012,Nghien cuu,KH000021,NV001114
NV001115,Binh Duc Phong,1,3/13/1964,79301001115,Ha Tinh,347646638,CS000012,Nghien cuu,KH000004,NV001115
NV001116,Dang Duy Hong,0,9/23/1977,79301001116,Cao Bang,908327517,CS000012,Nghien cuu,KH000007,NV001116
NV001117,Binh Vuong Cong,1,4/26/1966,79301001117,Ninh Thuan,903480768,CS000012,Nghien cuu,KH000002,NV001117
NV001118,Lac Dinh Hiep,0,5/8/1989,79301001118,Tien Giang,588115136,CS000012,Nghien cuu,KH000013,NV001118
NV001119,Lang Anh Quang,1,2/6/1975,79301001119,Binh Phuoc,356802168,CS000012,Nghien cuu,KH000023,NV001119
NV001120,Chu Hong Cong,1,5/20/1960,79301001120,Nam Dinh,771522527,CS000012,Nghien cuu,KH000025,NV001120
NV001121,Huynh Mai Niem,1,7/9/1989,79301001121,Vinh Phuc,903666336,CS000012,Nghien cuu,KH000006,NV001121
NV001122,Phan Anh Chanh,0,11/14/1999,79301001122,Hoa Binh,847366213,CS000012,Nghien cuu,KH000002,NV001122
NV001123,Khuong Huy Luyen,1,12/4/1998,79301001123,Can Tho,858211485,CS000012,Nghien cuu,KH000016,NV001123
NV001124,Binh Minh Suong,0,5/30/1999,79301001124,Vinh Long,990110721,CS000012,Nghien cuu,KH000016,NV001124
NV001125,Cong Vinh Cung,1,9/11/1980,79301001125,Hau Giang,981133027,CS000012,Nghien cuu,KH000002,NV001125
NV001126,Binh Thanh Niem,0,7/22/1989,79301001126,Tien Giang,847138760,CS000012,Nghien cuu,KH000006,NV001126
NV001127,Cong Thong Xuong,1,8/10/1958,79301001127,Hoa Binh,970814014,CS000012,Nghien cuu,KH000003,NV001127
NV001128,Lang Ha Duyen,1,7/14/1994,79301001128,Binh Phuoc,990474138,CS000012,Nghien cuu,KH000008,NV001128
NV001129,Nguyen  Phu Phong,1,2/5/1987,79301001129,Da Nang,828185663,CS000012,Nghien cuu,KH000018,NV001129
NV001130,Quach Minh Chanh,0,4/8/1959,79301001130,Tuyen Quang,844232420,CS000012,Nghien cuu,KH000004,NV001130
NV001131,Phi Hieu Dao,0,10/19/1964,79301001131,Hai Duong,931243728,CS000012,Nghien cuu,KH000013,NV001131
NV001132,Huynh Nhu Sang,1,2/1/1987,79301001132,Phu Yen,997476388,CS000012,Nghien cuu,KH000025,NV001132
NV001133,Phan Ha Hiep,0,10/15/1975,79301001133,Phu Yen,581365526,CS000012,Nghien cuu,KH000018,NV001133
NV001134,Quan Le Ban,1,8/21/1969,79301001134,Quang Ninh,858645071,CS000012,Nghien cuu,KH000021,NV001134
NV001135,Huynh Quang Chi,1,12/18/1984,79301001135,Ha Giang,931460202,CS000012,Nghien cuu,KH000016,NV001135
NV001136,Lang Hoang Hung,1,4/19/1990,79301001136,Binh Duong,936767887,CS000012,Nghien cuu,KH000011,NV001136
NV001137,Chung Van Nhiem,1,1/22/1957,79301001137,Thai Nguyen,816641056,CS000012,Nghien cuu,KH000003,NV001137
NV001138,Phung Quo Thu,0,9/15/1992,79301001138,Tien Giang,565056868,CS000012,Nghien cuu,KH000001,NV001138
NV001139,Binh Duc Tho,0,8/16/1962,79301001139,Ben Tre,828838045,CS000012,Nghien cuu,KH000018,NV001139
NV001140,Sam Huy Canh,1,6/6/1986,79301001140,Phu Tho,981378781,CS000012,Nghien cuu,KH000011,NV001140
NV001141,Nguyen  Dang Lang,1,8/24/1960,79301001141,Tay Ninh,371753788,CS000012,Nghien cuu,KH000014,NV001141
NV001142,Lang Kim Song,1,10/5/1997,79301001142,Quang Tri,760720847,CS000012,Nghien cuu,KH000021,NV001142
NV001143,Ngo Duc Pham,0,9/5/1989,79301001143,Thai Binh,945001455,CS000012,Nghien cuu,KH000025,NV001143
NV001144,Ho Van Binh,0,8/2/1988,79301001144,Binh Duong,816416185,CS000012,Nghien cuu,KH000024,NV001144
NV001145,Thinh Quang Thinh,1,4/13/1958,79301001145,Tay Ninh,377638080,CS000012,Nghien cuu,KH000011,NV001145
NV001146,Phung Hieu Nghia,1,2/16/1989,79301001146,Kon Tum,882610546,CS000012,Nghien cuu,KH000021,NV001146
NV001147,Vo Viet Nguyen,1,9/6/2000,79301001147,Son La,327285811,CS000012,Nghien cuu,KH000005,NV001147
NV001148,Thinh Trong Cuong,0,2/17/1994,79301001148,Bac Ninh,857550388,CS000012,Nghien cuu,KH000006,NV001148
NV001149,Huynh Ha Thi,0,4/12/1950,79301001149,Lao Cai,336480626,CS000012,Nghien cuu,KH000006,NV001149
NV001150,Vo Tan Lieu,1,12/3/1996,79301001150,Thanh Hoa,797231340,CS000012,Nghien cuu,KH000004,NV001150
NV001151,Nguyen  Hung Cat,1,11/5/1996,79301001151,Binh Duong,587652361,CS000012,Nghien cuu,KH000003,NV001151
NV001152,Quach Hoang Cung,0,11/17/1984,79301001152,Hung Yen,941121740,CS000012,Nghien cuu,KH000003,NV001152
NV001153,Ly Tan Pham,0,12/30/1992,79301001153,Phu Yen,596081143,CS000012,Nghien cuu,KH000021,NV001153
NV001154,Huynh Viet Khuong,1,9/12/1966,79301001154,Lam Dong,785302650,CS000012,Nghien cuu,KH000007,NV001154
NV001155,Vu Duy Sang,0,3/4/1983,79301001155,Binh Dinh,965400338,CS000012,Nghien cuu,KH000022,NV001155
NV001156,Huynh Thi Ba,1,3/12/1968,79301001156,Dak Lak,583607281,CS000013,Nghien cuu,KH000011,NV001156
NV001157,Huong Nhu Khoan,0,1/6/1953,79301001157,Kien Giang,833847363,CS000013,Nghien cuu,KH000022,NV001157
NV001158,Sam Hung Kiet,1,8/16/1993,79301001158,Ca Mau,395726472,CS000013,Nghien cuu,KH000012,NV001158
NV001159,Phi Ha Nam,0,3/28/1992,79301001159,Phu Yen,706506672,CS000013,Nghien cuu,KH000014,NV001159
NV001160,Vo Tan Hai,1,8/7/1981,79301001160,Ba Ria-Vung Tau,373856170,CS000013,Nghien cuu,KH000023,NV001160
NV001161,Bach Thai Lang,0,10/24/1992,79301001161,Thai Binh,708116214,CS000013,Nghien cuu,KH000024,NV001161
NV001162,Quan Mai Thu,0,4/16/1992,79301001162,Binh Thuan,851181036,CS000013,Nghien cuu,KH000004,NV001162
NV001163,Hinh Van Cat,1,12/20/1992,79301001163,Kien Giang,885657042,CS000013,Nghien cuu,KH000023,NV001163
NV001164,Duong Ngoc Thuan,0,5/15/1981,79301001164,Lao Cai,945325184,CS000013,Nghien cuu,KH000023,NV001164
NV001165,Phan Huy Dung,1,7/16/1966,79301001165,Hung Yen,794012685,CS000013,Nghien cuu,KH000005,NV001165
NV001166,Quach Hong Hanh,0,1/4/1977,79301001166,Khanh Hoa,983836650,CS000013,Nghien cuu,KH000012,NV001166
NV001167,Ly Ba Dao,1,7/10/1968,79301001167,Soc Trang,824768172,CS000013,Nghien cuu,KH000025,NV001167
NV001168,Hinh The Loan,1,3/6/1962,79301001168,Binh Thuan,933608042,CS000013,Nghien cuu,KH000021,NV001168
NV001169,Hua Dinh Phong,1,11/23/1972,79301001169,Lang Son,842366500,CS000013,Nghien cuu,KH000012,NV001169
NV001170,Ly Hieu Thu,0,5/25/1969,79301001170,Yen Bai,344408788,CS000013,Nghien cuu,KH000007,NV001170
NV001171,Ly Van Chuong,1,8/5/1979,79301001171,Ha Noi,371651638,CS000013,Nghien cuu,KH000003,NV001171
NV001172,Vo Hieu Thy,1,1/13/1998,79301001172,Gia Lai,330721647,CS000013,Nghien cuu,KH000014,NV001172
NV001173,Khuong Xuan Quynh,1,6/24/1981,79301001173,Thanh Hoa,587701875,CS000013,Nghien cuu,KH000008,NV001173
NV001174,Trung Mai Luyen,1,10/13/1987,79301001174,Lao Cai,996342356,CS000013,Nghien cuu,KH000020,NV001174
NV001175,Quang Thanh Khoi,0,11/2/1991,79301001175,Kien Giang,840320452,CS000013,Nghien cuu,KH000010,NV001175
NV001176,Truon Tan Ba,1,9/6/1999,79301001176,Ha Noi,967045448,CS000013,Nghien cuu,KH000025,NV001176
NV001177,Huynh Ha Chi,1,12/18/1955,79301001177,Gia Lai,924233812,CS000013,Nghien cuu,KH000004,NV001177
NV001178,Trung Kim Anh,1,12/30/1983,79301001178,Tay Ninh,980321150,CS000013,Nghien cuu,KH000024,NV001178
NV001179,Hoang Duy Quyen,1,4/25/1951,79301001179,Vinh Long,386200303,CS000013,Nghien cuu,KH000019,NV001179
NV001180,Vo Hoang Hai,0,11/16/1973,79301001180,Vinh Phuc,891636550,CS000013,Nghien cuu,KH000014,NV001180
NV001181,Chung Tan Xuyen,1,7/31/1991,79301001181,Quang Binh,936080540,CS000013,Nghien cuu,KH000022,NV001181
NV001182,Lang Hieu Tho,1,9/17/1976,79301001182,Tra Vinh,861055776,CS000013,Nghien cuu,KH000022,NV001182
NV001183,Hua Anh Lang,1,5/26/1952,79301001183,Tra Vinh,855006782,CS000013,Nghien cuu,KH000002,NV001183
NV001184,Cong Hung Bach,1,11/27/2000,79301001184,Dak Nong,986703062,CS000013,Nghien cuu,KH000021,NV001184
NV001185,Hoang Hieu Xuong,0,6/1/1972,79301001185,Lai Chau,794540563,CS000013,Nghien cuu,KH000004,NV001185
NV001186,Dang Hoang Quynh,0,1/28/1997,79301001186,Dong Thap,838865488,CS000013,Nghien cuu,KH000021,NV001186
NV001187,Huong The Cao,0,11/4/1967,79301001187,Ben Tre,916615643,CS000013,Nghien cuu,KH000025,NV001187
NV001188,La Anh Luong,0,12/30/1987,79301001188,Bac Giang,811217341,CS000013,Nghien cuu,KH000008,NV001188
NV001189,Ly Huy Thy,0,1/27/1965,79301001189,Lai Chau,390888226,CS000013,Nghien cuu,KH000008,NV001189
NV001190,Quang Thanh Huong,0,10/13/1983,79301001190,Bac Lieu,932287344,CS000013,Nghien cuu,KH000019,NV001190
NV001191,Thinh Le Lang,0,9/15/1966,79301001191,Hoa Binh,370008683,CS000013,Nghien cuu,KH000017,NV001191
NV001192,Le  Phu Khuong,1,11/18/1997,79301001192,Ninh Thuan,887505188,CS000013,Nghien cuu,KH000020,NV001192
NV001193,Sam Vuong Song,0,4/3/1963,79301001193,Dak Nong,971110708,CS000013,Nghien cuu,KH000007,NV001193
NV001194,Phan Duy Uyen,0,4/14/1994,79301001194,Ninh Binh,390563757,CS000013,Nghien cuu,KH000003,NV001194
NV001195,Huynh Phu Suong,1,7/30/1986,79301001195,Phu Tho,366203131,CS000013,Nghien cuu,KH000022,NV001195
NV001196,Hinh Hieu Quynh,1,12/30/1971,79301001196,Lam Dong,384676061,CS000013,Nghien cuu,KH000003,NV001196
NV001197,Tran Van Quoc,0,8/10/1960,79301001197,Tra Vinh,763580440,CS000013,Nghien cuu,KH000020,NV001197
NV001198,Dang Thu Nghia,1,7/23/1961,79301001198,Thai Binh,323761250,CS000013,Nghien cuu,KH000005,NV001198
NV001199,Hoang Viet Nham,0,2/1/1992,79301001199,Hai Phong,365077321,CS000013,Nghien cuu,KH000018,NV001199
NV001200,Quach Huy Manh,1,3/11/1974,79301001200,Bac Kan,791021241,CS000013,Nghien cuu,KH000024,NV001200
NV001201,Do Xuan An,0,6/11/1978,79301001201,Tra Vinh,382518161,CS000013,Nghien cuu,KH000017,NV001201
NV001202,Phung Minh Ban,1,5/8/1988,79301001202,Lam Dong,814860741,CS000013,Nghien cuu,KH000018,NV001202
NV001203,Lanh Tan Long,0,9/19/1969,79301001203,Ho Chi Minh,370325744,CS000013,Nghien cuu,KH000013,NV001203
NV001204,Trung Nhu Thuan,1,8/31/1989,79301001204,Kien Giang,982528641,CS000013,Nghien cuu,KH000024,NV001204
NV001205,Phan Mai Luong,0,2/5/1990,79301001205,Thai Nguyen,701787850,CS000013,Nghien cuu,KH000019,NV001205
NV001206,Sam Thong Anh,1,6/14/1969,79301001206,Bac Giang,568648622,CS000014,Nghien cuu,KH000012,NV001206
NV001207,Quan Van Nham,0,8/21/1997,79301001207,Quang Ninh,394404420,CS000014,Nghien cuu,KH000002,NV001207
NV001208,Bach Hong Lam,0,12/18/1995,79301001208,Hau Giang,902074187,CS000014,Nghien cuu,KH000006,NV001208
NV001209,Lanh Thanh Hien,0,5/21/1998,79301001209,Ninh Thuan,560170674,CS000014,Nghien cuu,KH000014,NV001209
NV001210,Lanh Le Sinh,0,10/24/1994,79301001210,Ba Ria-Vung Tau,700008874,CS000014,Nghien cuu,KH000002,NV001210
NV001211,Vu Thong Hue,1,1/16/1982,79301001211,Hai Duong,907762868,CS000014,Nghien cuu,KH000004,NV001211
NV001212,Chung Thu Chau,0,10/21/1982,79301001212,Ba Ria-Vung Tau,855243378,CS000014,Nghien cuu,KH000004,NV001212
NV001213,Ho Hieu Phong,1,5/1/1972,79301001213,Soc Trang,840828184,CS000014,Nghien cuu,KH000003,NV001213
NV001214,Bui Hung Cong,0,6/15/1993,79301001214,Hau Giang,813403251,CS000014,Nghien cuu,KH000013,NV001214
NV001215,Huong Thong Lieu,0,12/11/1970,79301001215,Thai Binh,972007368,CS000014,Nghien cuu,KH000023,NV001215
NV001216,Quach Kim Bach,1,3/1/1981,79301001216,Binh Thuan,895747445,CS000014,Nghien cuu,KH000018,NV001216
NV001217,Chu Minh Lam,0,6/4/1992,79301001217,Ho Chi Minh,346245184,CS000014,Nghien cuu,KH000001,NV001217
NV001218,Duong Minh Huyen,0,3/9/1970,79301001218,Ha Noi,365368368,CS000014,Nghien cuu,KH000005,NV001218
NV001219,Vu Ha Lieu,1,1/15/1978,79301001219,Binh Duong,796870544,CS000014,Nghien cuu,KH000014,NV001219
NV001220,Khuong Vinh Phong,1,12/5/1990,79301001220,Lang Son,920868255,CS000014,Nghien cuu,KH000012,NV001220
NV001221,Hua Dang Cao,0,12/4/1958,79301001221,Lang Son,593686851,CS000014,Nghien cuu,KH000006,NV001221
NV001222,Do Dieu Kien,0,10/13/1973,79301001222,Yen Bai,702514804,CS000014,Nghien cuu,KH000018,NV001222
NV001223,Chu Thu Bang,1,6/14/1999,79301001223,Binh Duong,333808140,CS000014,Nghien cuu,KH000023,NV001223
NV001224,Vo Dai Luong,0,6/16/1964,79301001224,Son La,765446828,CS000014,Nghien cuu,KH000024,NV001224
NV001225,Lang Nhu Sinh,0,11/11/1987,79301001225,Hoa Binh,831174730,CS000014,Nghien cuu,KH000013,NV001225
NV001226,Dang Ba Song,0,11/1/1950,79301001226,Quang Ngai,327187758,CS000014,Nghien cuu,KH000024,NV001226
NV001227,Trung Vinh Hiep,0,12/4/1981,79301001227,Dong Nai,967752560,CS000014,Nghien cuu,KH000005,NV001227
NV001228,Cong Thanh Hien,1,6/13/1992,79301001228,Hau Giang,596522121,CS000014,Nghien cuu,KH000017,NV001228
NV001229,Vu Vinh Chuc,1,3/28/1970,79301001229,Ha Tinh,975152335,CS000014,Nghien cuu,KH000022,NV001229
NV001230,Chau Nhu Thuong,1,3/5/1972,79301001230,Vinh Long,760785166,CS000014,Nghien cuu,KH000005,NV001230
NV001231,Pham Thanh Dao,0,8/24/1979,79301001231,Tien Giang,913071872,CS000014,Nghien cuu,KH000003,NV001231
NV001232,Ho Hoang Hung,0,10/1/1970,79301001232,Cao Bang,842446025,CS000014,Nghien cuu,KH000004,NV001232
NV001233,Quang Huy Phuc,1,9/13/1959,79301001233,Thanh Hoa,810375068,CS000014,Nghien cuu,KH000003,NV001233
NV001234,Lang Dinh Xuyen,0,9/18/1984,79301001234,Cao Bang,965233342,CS000014,Nghien cuu,KH000005,NV001234
NV001235,Phung Nhu Kien,1,9/24/1987,79301001235,Can Tho,947214856,CS000014,Nghien cuu,KH000010,NV001235
NV001236,Khuong Dieu Binh,0,8/19/1994,79301001236,Ha Giang,341685574,CS000014,Nghien cuu,KH000025,NV001236
NV001237,Dang Hong Hue,0,7/23/1969,79301001237,Hoa Binh,915246377,CS000014,Nghien cuu,KH000011,NV001237
NV001238,Khuong Mai Nga,1,1/31/1986,79301001238,Phu Tho,325664235,CS000014,Nghien cuu,KH000019,NV001238
NV001239,Duong Hoang Chinh,0,7/2/1967,79301001239,Son La,590626168,CS000014,Nghien cuu,KH000017,NV001239
NV001240,Ngo The Hai,1,9/8/1982,79301001240,Tien Giang,702011644,CS000014,Nghien cuu,KH000024,NV001240
NV001241,Binh Dieu Bang,0,11/3/1991,79301001241,Ca Mau,831325483,CS000014,Nghien cuu,KH000006,NV001241
NV001242,Quach Dai Ban,1,8/12/1996,79301001242,Dak Lak,377270104,CS000014,Nghien cuu,KH000017,NV001242
NV001243,Bui Vuong Uyen,1,10/24/1969,79301001243,Hai Duong,351700668,CS000014,Nghien cuu,KH000008,NV001243
NV001244,Huynh Dai Phe,1,5/29/1958,79301001244,Soc Trang,342342805,CS000014,Nghien cuu,KH000020,NV001244
NV001245,Vo Hung Hien,1,5/17/1978,79301001245,Ha Nam,977460048,CS000014,Nghien cuu,KH000008,NV001245
NV001246,Bui Thong Huy,1,3/18/1985,79301001246,Ho Chi Minh,865144870,CS000014,Nghien cuu,KH000022,NV001246
NV001247,Bach Gia Luan,1,7/10/1987,79301001247,Phu Yen,351225150,CS000014,Nghien cuu,KH000007,NV001247
NV001248,Sam Quo Ai,0,2/24/1969,79301001248,Dong Nai,836303765,CS000014,Nghien cuu,KH000014,NV001248
NV001249,Hinh Duy Nga,0,12/29/1952,79301001249,Ha Giang,881516017,CS000014,Nghien cuu,KH000009,NV001249
NV001250,Chung Vuong Cung,1,3/18/1961,79301001250,Long An,926634110,CS000014,Nghien cuu,KH000018,NV001250
NV001251,Sam Thai Va,1,7/28/1983,79301001251,Vinh Long,784255375,CS000014,Nghien cuu,KH000022,NV001251
NV001252,Hoang Viet Uyen,0,6/3/1974,79301001252,Thanh Hoa,844886567,CS000014,Nghien cuu,KH000006,NV001252
NV001253,Lanh Hung Lam,1,12/24/1961,79301001253,Tay Ninh,818357521,CS000014,Nghien cuu,KH000003,NV001253
NV001254,Duong Dang Uyen,1,6/8/1997,79301001254,Dak Lak,994441857,CS000014,Nghien cuu,KH000017,NV001254
NV001255,Do Thong Hung,0,9/16/1982,79301001255,Lam Dong,367812611,CS000014,Nghien cuu,KH000007,NV001255
NV001256,Do Dieu Chanh,1,10/1/1995,79301001256,Bac Lieu,383211847,CS000015,Nghien cuu,KH000014,NV001256
NV001257,Vo Hieu Ai,1,6/19/1983,79301001257,Hau Giang,393306884,CS000015,Nghien cuu,KH000008,NV001257
NV001258,Sam Duy Nham,0,6/12/1978,79301001258,Dien Bien,396428222,CS000015,Nghien cuu,KH000009,NV001258
NV001259,Cong Mai Huyen,0,4/5/1956,79301001259,Khanh Hoa,760364575,CS000015,Nghien cuu,KH000018,NV001259
NV001260,Thinh Thu Huy,0,6/14/1963,79301001260,Bac Lieu,912464143,CS000015,Nghien cuu,KH000023,NV001260
NV001261,Chu Van Ba,0,11/25/1981,79301001261,Vinh Phuc,360056816,CS000015,Nghien cuu,KH000002,NV001261
NV001262,Vu Thai Kien,0,12/9/1998,79301001262,Dak Nong,347501845,CS000015,Nghien cuu,KH000010,NV001262
NV001263,Phi Tan Minh,1,4/17/1969,79301001263,Binh Dinh,590588004,CS000015,Nghien cuu,KH000006,NV001263
NV001264,Trung Thi Lam,1,6/21/1974,79301001264,Ben Tre,933142017,CS000015,Nghien cuu,KH000011,NV001264
NV001265,Nguyen  Mai Thu,0,10/15/1993,79301001265,Kon Tum,863113842,CS000015,Nghien cuu,KH000007,NV001265
NV001266,Lang Hieu Thi,1,12/31/1957,79301001266,Ben Tre,392106272,CS000015,Nghien cuu,KH000002,NV001266
NV001267,Vu Ha Nhiem,0,5/28/1966,79301001267,Tuyen Quang,323203647,CS000015,Nghien cuu,KH000014,NV001267
NV001268,Pham Ngoc Chi,0,11/5/1981,79301001268,Can Tho,962273088,CS000015,Nghien cuu,KH000020,NV001268
NV001269,Duong Kim Huyen,1,7/16/1958,79301001269,Dak Nong,394672884,CS000015,Nghien cuu,KH000010,NV001269
NV001270,Hoang Thong Lam,0,2/24/1972,79301001270,Quang Nam,861362566,CS000015,Nghien cuu,KH000007,NV001270
NV001271,Dang The Phuc,0,5/18/1981,79301001271,Quang Tri,330846111,CS000015,Nghien cuu,KH000016,NV001271
