mabn,macsyt,ten,cmnd,ngsinh,sonha,duong,quan,tinh,tsbenh,tsbenhgd,diung,matkhau
BN001224,CS000037,Hua Viet Hanh,79201001224,7/9/1983,1677,Trung Trac,Hoang Sa,Quang Ninh,,Benh tim ,Bacitracin,BN001224
BN001225,CS000010,Dang Anh Thy,79201001225,1/5/1962,522,Le Loi,Ngo Quyen,Thai Nguyen,,Benh tieu duong ,,BN001225
BN001226,CS000049,Phung Dinh Chau,79201001226,5/12/1983,1239,Bach Mai,Hoan Kiem,Dong Nai,,Benh mu mau ,,BN001226
BN001227,CS000034,Vo Van Nguyen,79201001227,11/17/1963,2883,Vo Van Kiet,Ba Dinh,Vinh Long,,,Ethylenediamine,BN001227
BN001228,CS000048,Quach Hong Thi,79201001228,11/21/1970,3391,Phan Boi Chau,Hoa Vang,Tuyen Quang,,,,BN001228
BN001229,CS000038,Nguyen  Hoang Luan,79201001229,11/6/1965,3766,Phan Boi Chau,Hoan Kiem,Lao Cai,,Benh tieu duong ,,BN001229
BN001230,CS000039,Do Dinh Va,79201001230,7/15/1951,2165,Le Loi,Tu Liem,Ha Giang,,Hoi chung Turner,Hon hop cao su den ,BN001230
BN001231,CS000009,Vo Quo Phe,79201001231,5/28/1974,3320,Dang Tran Con,Do Son,Tien Giang,,,,BN001231
BN001232,CS000024,Dang Hung Canh,79201001232,6/3/1989,3325,Ho Tung Mau,Lien Chieu,Ba Ria-Vung Tau,,Benh bach tang,Disperse blue 106,BN001232
BN001233,CS000020,Huong Dai Phi,79201001233,8/12/1967,2405,Pho Hue,Hai Ba Trung,Binh Thuan,,Benh tim ,Mercapto hon hop,BN001233
BN001234,CS000030,Chu An Boc,79201001234,3/12/1971,4643,Bai Say,Hai An,Bac Lieu,,,,BN001234
BN001235,CS000032,Truon Vinh Khuong,79201001235,8/7/1984,3472,Truong Dinh,Cau Giay,Gia Lai,,Cao huyet ap,,BN001235
BN001236,CS000006,Tran Vinh Chuong,79201001236,8/19/1975,2387,Trung Nhi,Thu Duc,Can Tho,,,,BN001236
BN001237,CS000016,Bui Thai Au,79201001237,2/16/1977,2660,Nam Ky Khoi Nghia,Hoang Sa,Hoa Binh,,Benh tieu duong ,Diazolidinyl ure,BN001237
BN001238,CS000015,Thinh Quo Cao,79201001238,9/20/1998,2481,Ham Nghi,4,Ha Noi,,Hoi chung Klinefelter,Balsam của Peru,BN001238
BN001239,CS000004,Duong Duy Khoi,79201001239,5/1/1970,225,Truong Dinh,Thu Duc,Yen Bai,,Benh mau kho dong ,Disperse blue 106,BN001239
BN001240,CS000036,Hinh Thong Binh,79201001240,6/9/1966,3245,Nguyen Thai Hoc,Ngo Quyen,Lam Dong,,Benh mu mau ,Diazolidinyl ure,BN001240
BN001241,CS000018,Khuong Ngoc Khoa,79201001241,5/19/1982,2238,Phan Van Truong,8,Lao Cai,,,Kali diicat,BN001241
BN001242,CS000001,Bach Minh Quang,79201001242,7/5/1988,1166,Le Lai,Phu Nhuan,Son La,,Cao huyet ap,,BN001242
BN001243,CS000033,Chau Ha Lang,79201001243,12/28/1986,2680,Trung Trac,Cam Le,Thua Thien-Hue,,,Mercapto hon hop,BN001243
BN001244,CS000029,Ngo Nhu Niem,79201001244,3/29/1996,3472,Nam Ky Khoi Nghia,Tu Liem,Ba Ria-Vung Tau,,Hoi chung Down ,Mercaptobenzothiazole,BN001244
BN001245,CS000014,Bach Duy Manh,79201001245,4/20/1995,1361,Dang Tran Con,Binh Tan,Da Nang,,,,BN001245
BN001246,CS000028,Phuong Thanh Huong,79201001246,8/10/1969,3039,Dang Thi Nhu,Tay Ho,An Giang,,Benh mau kho dong ,,BN001246
BN001247,CS000010,Tran Mai Kien,79201001247,11/3/2000,3619,Le Lai,Hai Ba Trung,Ha Nam,,Hoi chung Down ,,BN001247
BN001248,CS000025,Sam Phu Thy,79201001248,8/8/1963,3189,Dang Tran Con,Hoa Vang,Thai Nguyen,,,Imidazolidinyl ure,BN001248
BN001249,CS000013,Huong Hoang Huy,79201001249,1/26/1993,2879,Phan Chu Trinh,Hong Bang,Bac Lieu,,,,BN001249
BN001250,CS000006,Bach Phu Nham,79201001250,3/5/1951,2130,Nguyen Thien Thuat,Tu Liem,Soc Trang,,,,BN001250
BN001251,CS000039,Vu Vuong Phi,79201001251,8/16/1999,2880,Le Loi,Le Chan,Kien Giang,,Benh dong kinh ,,BN001251
BN001252,CS000018,Quan Tan Chuong,79201001252,12/13/1973,2872,Giai Phong,Ninh Kieu,Gia Lai,,Benh mau kho dong ,,BN001252
BN001253,CS000012,Bui Minh Luyen,79201001253,10/23/1985,1622,Nam Ky Khoi Nghia,Thu Duc,Thai Binh,,Benh mu mau ,Bacitracin,BN001253
BN001254,CS000045,Hoang Thi Pham,79201001254,11/27/1983,4169,Pham Hong Thai,Go Vap,Dak Nong,,Benh mu mau ,Ethylenediamine,BN001254
BN001255,CS000010,Truon Hoang Bang,79201001255,7/3/1967,3768,Nguyen Thai Binh,Binh Thanh,Tra Vinh,,,Mercaptobenzothiazole,BN001255
BN001256,CS000042,Phan Thong Nghiem,79201001256,9/26/1973,3044,De La Thanh,Do Son,Quang Tri,,,,BN001256
BN001257,CS000027,Le  Thai Chuc,79201001257,4/20/1975,2601,Nguyen Trai,Ngo Quyen,Nghe An,,,Kali diicat,BN001257
BN001258,CS000008,Vo Huy Bach,79201001258,10/19/1976,1862,Nguyen Cong Tru,Binh Thuy,Tuyen Quang,,,Hon hop Carba,BN001258
BN001259,CS000024,Bach Hung Thuan,79201001259,5/4/1971,1197,Nguyen Thien Thuat,12,Hoa Binh,,,Ethylenediamine,BN001259
BN001260,CS000028,Phi Anh Thuan,79201001260,7/28/1959,860,Le Lai,5,Binh Phuoc,,,Budesonide,BN001260
BN001261,CS000030,Cong Hoang Khoan,79201001261,10/2/1982,290,Pho Hue,Ninh Kieu,Bac Giang,,Benh tim ,Disperse blue 106,BN001261
BN001262,CS000043,Chau Vuong Chanh,79201001262,6/15/1990,187,Dang Thi Nhu,Hai An,Long An,,Hoi chung Turner,,BN001262
BN001263,CS000003,Dang Mai Quoc,79201001263,2/24/1963,4713,Nguyen Cong Tru,Hai Chau,Phu Yen,,Benh mau kho dong ,,BN001263
BN001264,CS000043,Quang Thai Thuong,79201001264,9/5/1954,4308,Trung Nhi,Binh Tan,An Giang,,Hoi chung Down ,,BN001264
BN001265,CS000048,Chung Hieu Son,79201001265,7/2/1997,3645,Phan Chu Trinh,7,Ben Tre,,,,BN001265
BN001266,CS000029,Trung Thanh Cat,79201001266,4/27/1990,2379,Nam Ky Khoi Nghia,Ha Dong ,Ninh Binh,,,,BN001266
BN001267,CS000011,Lang Hoang Thinh,79201001267,8/25/1959,769,Pham Ngu Lao,2,Dak Lak,,,Hon hop Carba,BN001267
BN001268,CS000041,Dang Hieu Hien,79201001268,6/11/1979,4613,Nguyen Du,Tan Phu,Dien Bien,,Hoi chung Turner,,BN001268
BN001269,CS000017,Binh Hieu Ba,79201001269,10/25/1964,2643,Nguyen Trai,Hai Chau,Kon Tum,,,,BN001269
BN001270,CS000023,La Mai Thuan,79201001270,12/10/1975,1557,Nguyen Thai Hoc,Tu Liem,Bac Kan,,,Quaternium,BN001270
BN001271,CS000039,Quach Gia Khoan,79201001271,5/25/1973,4163,Le Anh Xuan,Phu Nhuan,Bac Ninh,,Benh mau kho dong ,Mercapto hon hop,BN001271
BN001272,CS000038,Phi Quo Tho,79201001272,3/20/1989,1175,Ba Trieu,Hoan Kiem,Dong Thap,,Benh bach tang,,BN001272
BN001273,CS000016,Pham Trong Phi,79201001273,7/23/1962,403,Pham Hong Thai,Duong Kinh,Cao Bang,,Hoi chung Down ,Balsam của Peru,BN001273
BN001274,CS000040,Chau Gia Son,79201001274,2/2/1976,3535,Dang Thi Nhu,Tay Ho,Ho Chi Minh,,,Bacitracin,BN001274
BN001275,CS000046,Ho Ha Phuc,79201001275,9/11/1951,2447,De La Thanh,Thot Not,Ca Mau,,,Ethylenediamine,BN001275
BN001276,CS000043,Le  Dang Boc,79201001276,10/20/1955,1814,Ham Nghi,Binh Thanh,Thai Nguyen,,,Ethylenediamine,BN001276
BN001277,CS000024,Truon Hoang Huy,79201001277,2/27/1959,724,Trinh Van Can,Phu Nhuan,Binh Phuoc,,Benh mau kho dong ,Disperse blue 106,BN001277
BN001278,CS000036,Duong Thanh Thoa,79201001278,4/14/1991,3482,Ly Tu Trong,Cau Giay,Quang Nam,,Benh bach tang,Budesonide,BN001278
BN001279,CS000001,Thinh Quang Khoan,79201001279,10/23/1977,4061,Nam Ky Khoi Nghia,Cau Giay,Phu Tho,,Hoi chung Klinefelter,Budesonide,BN001279
BN001280,CS000015,Phan Thanh Luan,79201001280,2/2/1978,4333,Phan Boi Chau,Le Chan,Kien Giang,,,Hon hop Carba,BN001280
BN001281,CS000016,Lanh Thi Thy,79201001281,11/18/1978,412,Pho Hue,Hoan Kiem,Thua Thien-Hue,,Cao huyet ap,,BN001281
BN001282,CS000022,Ho Vinh Cat,79201001282,3/30/1990,3201,Dang Tran Con,3,Son La,,,,BN001282
BN001283,CS000013,La Dieu Luan,79201001283,3/30/1996,3150,Trung Nhi,Ba Dinh,Lao Cai,,Benh mu mau ,,BN001283
BN001284,CS000003,Phi Xuan Thuan,79201001284,5/2/2000,2338,Dang Tran Con,Hai Chau,Nam Dinh,,,,BN001284
BN001285,CS000036,Quach Hong Chu,79201001285,9/12/1968,99,Pho Hue,Cai Rang,Tuyen Quang,,Benh bach tang,Imidazolidinyl ure,BN001285
BN001286,CS000028,Chung Dai Ba,79201001286,9/17/1955,449,Le Lai,Ngu Hanh Son,Bac Giang,,,,BN001286
BN001287,CS000029,Phan Tan Hue,79201001287,11/18/1960,1779,Truong Dinh,Thanh Xuan,Ninh Binh,,,,BN001287
BN001288,CS000009,Lanh Viet Loan,79201001288,11/19/1975,3050,Trinh Van Can,Hai An,Lam Dong,,,,BN001288
BN001289,CS000038,Phi Thai Phong,79201001289,4/23/1983,132,Dong Xuan,4,Ninh Binh,,Benh bach tang,Kali diicat,BN001289
BN001290,CS000037,Lac Hoang Luyen,79201001290,2/4/1976,2114,Bach Mai,11,Phu Tho,,,Balsam của Peru,BN001290
BN001291,CS000005,Phuong Anh Hien,79201001291,10/26/1986,4065,Nguyen Thi Minh Khai,Dong Da,Soc Trang,,Benh tieu duong ,Disperse blue 106,BN001291
BN001292,CS000021,Bui Dinh Nga,79201001292,4/5/1977,4465,Le Anh Xuan,Duong Kinh,Bac Giang,,Benh tim ,,BN001292
BN001293,CS000047,Lac Duc Lam,79201001293,8/26/1979,2672,Nam Ky Khoi Nghia,Thot Not,Nghe An,,,Disperse blue 106,BN001293
BN001294,CS000002,Lang Gia Huyen,79201001294,10/5/1970,2299,Le Thi Rieng,Lien Chieu,Dong Nai,,Benh tieu duong ,,BN001294
BN001295,CS000001,Huong Duy Khanh,79201001295,8/31/1995,3272,Nguyen Trung Truc,10,Phu Yen,,,Mercapto hon hop,BN001295
BN001296,CS000015,Vu Gia Cung,79201001296,12/19/1955,2132,Phan Chu Trinh,Ngu Hanh Son,Vinh Long,,,,BN001296
BN001297,CS000002,Vu Anh Nguyet,79201001297,5/1/1974,1340,Nguyen Trai,Le Chan,Hau Giang,,Benh tieu duong ,,BN001297
BN001298,CS000016,Pham Ha Hiep,79201001298,5/9/1972,4791,Pham Ngu Lao,Binh Thanh,Binh Thuan,,Benh bach tang,,BN001298
BN001299,CS000001,Vu Dai Hanh,79201001299,4/12/1956,4437,Le Loi,2,Nam Dinh,,,,BN001299
BN001300,CS000023,Binh Duy Lieu,79201001300,7/21/1976,3672,Trung Nhi,5,Ha Nam,,Benh mau kho dong ,Hon hop cao su den ,BN001300
BN001301,CS000031,Hinh Dang An,79201001301,11/27/1993,2279,Le Loi,Cam Le,Quang Ninh,,,,BN001301
BN001302,CS000047,Ngo Huy Son,79201001302,7/18/1978,929,Le Loi,Thot Not,Binh Dinh,,Benh tieu duong ,Budesonide,BN001302
BN001303,CS000005,Phung Hung Thuan,79201001303,9/27/1994,2797,Bach Mai,Thanh Khe,Tuyen Quang,,,Bacitracin,BN001303
BN001304,CS000047,Binh Xuan Khanh,79201001304,5/14/1985,3436,Bai Say,Hong Bang,Gia Lai,,Hoi chung Down ,,BN001304
BN001305,CS000014,Chung Hoang Ly,79201001305,2/16/1991,3989,Pho Hue,10,Lao Cai,,Benh mu mau ,Balsam của Peru,BN001305
BN001306,CS000022,Hinh Thanh Quynh,79201001306,12/27/1956,791,Phan Chu Trinh,8,Phu Tho,,Hoi chung Down ,Diazolidinyl ure,BN001306
BN001307,CS000021,Lac Duc Va,79201001307,4/4/1977,3771,Le Loi,12,Binh Phuoc,,Cao huyet ap,,BN001307
BN001308,CS000018,Vo Thanh Thu,79201001308,11/28/1967,3031,Pham Hong Thai,Long Bien,Ba Ria-Vung Tau,,Benh mu mau ,Hon hop Carba,BN001308
BN001309,CS000023,Truon Dinh Son,79201001309,11/27/1978,4079,Dang Tran Con,Hoan Kiem,Dak Nong,,Hoi chung Down ,Diazolidinyl ure,BN001309
BN001310,CS000033,Phuong Quang Nga,79201001310,12/11/1996,378,Dang Tran Con,Le Chan,Bac Giang,,Hoi chung Klinefelter,,BN001310
BN001311,CS000003,Huynh Van Uyen,79201001311,7/20/1967,595,Le Anh Xuan,Hai An,Thua Thien-Hue,,Benh bach tang,Hon hop Carba,BN001311
BN001312,CS000037,Truon Hong Cuong,79201001312,1/8/1979,3918,Bui Vien,Hoang Sa,Ninh Thuan,,,Mercaptobenzothiazole,BN001312
BN001313,CS000039,Khuong Xuan Cong,79201001313,1/1/1952,2565,Nguyen Du,10,Lang Son,,Hoi chung Klinefelter,,BN001313
BN001314,CS000027,Ngo Gia Huy,79201001314,2/28/1972,2606,Pho Hue,Hoang Mai,Quang Ninh,,,,BN001314
BN001315,CS000005,Quach Viet Kien,79201001315,6/10/1996,558,Bui Thi Xuan,Hoan Kiem,Lang Son,,Benh bach tang,,BN001315
BN001316,CS000040,Dang Hong Chu,79201001316,2/5/2000,863,Dang Thi Nhu,Tay Ho,Quang Ngai,,,,BN001316
BN001317,CS000048,Dang Le Thy,79201001317,12/22/1976,733,Cong Quynh ,Hong Bang,Phu Tho,,Cao huyet ap,Bronopol,BN001317
BN001318,CS000006,Quang Anh Luan,79201001318,4/27/1979,1967,Nam Ky Khoi Nghia,Tay Ho,Binh Phuoc,,,Ethylenediamine,BN001318
BN001319,CS000023,Lanh An Phi,79201001319,9/28/1982,3587,Le Thi Rieng,Son Tra,Binh Dinh,,,Disperse blue 106,BN001319
BN001320,CS000042,Hua Nhu Khuong,79201001320,3/23/1992,2251,Ham Nghi,5,Vinh Long,,Benh tieu duong ,Mercaptobenzothiazole,BN001320
BN001321,CS000032,Cong Thi Thinh,79201001321,5/26/1985,3135,Giai Phong,12,Ha Noi,,,Mercaptobenzothiazole,BN001321
BN001322,CS000006,Phuong Duc Quoc,79201001322,1/23/1981,3742,Trinh Van Can,Go Vap,Quang Binh,,Hoi chung Turner,Kali diicat,BN001322
BN001323,CS000048,Pham Anh Kiet,79201001323,4/3/1982,1924,Dong Xuan,11,Ninh Thuan,,,Imidazolidinyl ure,BN001323
BN001324,CS000042,Phan Thanh Nam,79201001324,5/29/1951,833,Bui Thi Xuan,Ngu Hanh Son,Tien Giang,,,,BN001324
BN001325,CS000037,Do Vinh Luyen,79201001325,9/25/1966,663,Nguyen Du,Hong Bang,Soc Trang,,,Imidazolidinyl ure,BN001325
BN001326,CS000026,Phi Duy Son,79201001326,3/19/1953,4021,Nguyen Thai Binh,Hoang Sa,Nam Dinh,,,Hon hop cao su den ,BN001326
BN001327,CS000037,Truon Ha Cuc,79201001327,12/3/1979,111,Nguyen Thi Minh Khai,Hai An,Lang Son,,,Mercapto hon hop,BN001327
BN001328,CS000016,Quan An Loan,79201001328,3/18/1952,3299,Pho Hue,Hai Ba Trung,Lam Dong,,Hoi chung Turner,,BN001328
BN001329,CS000030,Ngo Thong Chuc,79201001329,3/14/1960,1407,Phan Chu Trinh,Binh Thanh,Tuyen Quang,,Benh bach tang,Hon hop Carba,BN001329
BN001330,CS000005,Quan Kim Kiet,79201001330,4/9/1984,3745,Vo Van Kiet,Hai Ba Trung,Vinh Long,,Benh dong kinh ,,BN001330
BN001331,CS000021,Hoang Ngoc Boc,79201001331,1/23/1965,364,Bui Vien,Duong Kinh,Son La,,Benh mau kho dong ,Hon hop cao su den ,BN001331
BN001332,CS000001,Phung Dang Phe,79201001332,11/10/1992,3501,Bai Say,Dong Da,Hoa Binh,,,Quaternium,BN001332
BN001333,CS000050,Ngo Quo Hien,79201001333,10/30/1977,3144,Cong Quynh ,O Mon,Lam Dong,,Cao huyet ap,,BN001333
BN001334,CS000018,Ly Thanh Duyen,79201001334,7/12/1974,2526,Le Lai,3,Cao Bang,,Hoi chung Down ,Kali diicat,BN001334
BN001335,CS000013,Thinh Nhu Khuong,79201001335,5/11/1960,1348,Cach Mang Thang Tam,Son Tra,Binh Phuoc,,,,BN001335
BN001336,CS000010,Hinh Van Phong,79201001336,5/21/1964,4867,Nguyen Thien Thuat,Cai Rang,Quang Nam,,,Hon hop Caine,BN001336
BN001337,CS000048,Quan Ngoc Hien,79201001337,12/31/1979,989,Nguyen Du,Long Bien,Lam Dong,,Hoi chung Down ,Balsam của Peru,BN001337
BN001338,CS000041,Phung Dinh Hue,79201001338,9/14/1999,1148,De Tham,8,Quang Nam,,Benh dong kinh ,,BN001338
BN001339,CS000004,Quach The Song,79201001339,7/13/1978,4834,Ham Nghi,Cam Le,Hai Phong,,Benh mu mau ,Hon hop Carba,BN001339
BN001340,CS000027,Lac Vinh Cung,79201001340,8/9/1992,673,Cong Quynh ,Ba Dinh,Ba Ria-Vung Tau,,,,BN001340
BN001341,CS000020,Hinh Nhu Uyen,79201001341,10/26/1986,4818,Ly Tu Trong,Thanh Khe,Thai Nguyen,,Hoi chung Down ,,BN001341
BN001342,CS000002,Vu Thanh Chu,79201001342,10/11/1991,4752,Nguyen Du,12,Hung Yen,,,,BN001342
BN001343,CS000047,Bach Hoang Chu,79201001343,7/31/1963,477,Nguyen Trung Truc,2,Thai Nguyen,,,,BN001343
BN001344,CS000014,Dang Thi Va,79201001344,10/22/1973,178,De Tham,Thu Duc,Yen Bai,,,Mercapto hon hop,BN001344
BN001345,CS000008,Nguyen  Hoang Niem,79201001345,6/11/1985,1507,Pham Hong Thai,Dong Da,Bac Giang,,,,BN001345
BN001346,CS000031,Lac Minh Bang,79201001346,1/17/1997,2245,Cach Mang Thang Tam,2,Dak Lak,,,Quaternium,BN001346
BN001347,CS000004,La Quang Luyen,79201001347,9/13/1974,2113,Pho Hue,8,Tuyen Quang,,Benh dong kinh ,Hon hop Caine,BN001347
BN001348,CS000023,Ho Thanh Cuc,79201001348,12/14/1951,3892,Nguyen Du,Hoan Kiem,Soc Trang,,,,BN001348
BN001349,CS000019,Trung Dieu Danh,79201001349,9/28/1953,2584,Le Anh Xuan,Tan Binh,Nam Dinh,,,,BN001349
BN001350,CS000013,Bui Hoang Boc,79201001350,4/24/1986,445,Truong Dinh,1,Ha Noi,,,,BN001350
BN001351,CS000034,Hua Kim Bich,79201001351,6/12/1982,2512,Ham Nghi,Kien An,Can Tho,,Benh dong kinh ,Quaternium,BN001351
BN001352,CS000024,Hoang Xuan Nghia,79201001352,10/7/1968,1932,Nguyen Thai Binh,Ngo Quyen,Lang Son,,Hoi chung Turner,Kali diicat,BN001352
BN001353,CS000045,Quang Minh Phe,79201001353,8/24/1958,1812,Pho Hue,Ngu Hanh Son,Quang Ninh,,,Disperse blue 106,BN001353
BN001354,CS000015,Trung Duy Long,79201001354,7/9/1964,1792,Cach Mang Thang Tam,Ngu Hanh Son,Ho Chi Minh,,,,BN001354
BN001355,CS000040,Ngo Huy Thuong,79201001355,3/27/1950,325,Nguyen Thien Thuat,Thanh Xuan,Quang Ngai,,Benh mu mau ,Hon hop Carba,BN001355
BN001356,CS000047,Duong Phu Nam,79201001356,7/1/1955,3743,Nguyen Thai Binh,Son Tra,Ha Giang,,,,BN001356
BN001357,CS000039,Ngo Mai Anh,79201001357,12/22/1959,3538,Giai Phong,Kien An,Vinh Phuc,,Benh mau kho dong ,Ethylenediamine,BN001357
BN001358,CS000035,Huong Hieu Thinh,79201001358,4/5/1964,34,Giai Phong,11,Da Nang,,Hoi chung Klinefelter,,BN001358
BN001359,CS000040,Lanh Tan Ly,79201001359,7/9/1962,4552,Bui Vien,Kien An,Bac Kan,,Benh bach tang,Quaternium,BN001359
BN001360,CS000039,Hoang Viet Phuc,79201001360,10/15/1993,3269,Hai Ba Trung,Thot Not,Hai Duong,,Benh mu mau ,Bronopol,BN001360
BN001361,CS000006,Khuong The Thinh,79201001361,6/28/1992,4811,Phan Boi Chau,Son Tra,Nghe An,,Hoi chung Down ,,BN001361
BN001362,CS000043,Hinh Hung Lam,79201001362,8/3/1976,372,Hai Ba Trung,Thot Not,Binh Duong,,,Diazolidinyl ure,BN001362
BN001363,CS000045,Huong Dinh Duyen,79201001363,8/8/1987,1212,Bui Vien,Ngu Hanh Son,Binh Phuoc,,Benh mau kho dong ,,BN001363
BN001364,CS000017,Phan Thanh Lam,79201001364,10/20/1983,4283,Trung Trac,Ba Dinh,Binh Dinh,,,,BN001364
BN001365,CS000008,Lanh Thong Phuong,79201001365,10/29/1957,2992,Cach Mang Thang Tam,O Mon,Cao Bang,,,,BN001365
BN001366,CS000048,Vu Trong Hanh,79201001366,1/28/1968,3297,Le Thanh Ton,Thot Not,Bac Giang,,,Mercaptobenzothiazole,BN001366
BN001367,CS000026,Vu Duy Nam,79201001367,7/11/1969,4856,Bach Mai,3,Quang Tri,,,,BN001367
BN001368,CS000041,Lac Hong Luong,79201001368,3/22/1950,4436,Le Anh Xuan,O Mon,Khanh Hoa,,,,BN001368
BN001369,CS000008,Phung The Quang,79201001369,1/23/1992,3345,Trung Nhi,2,Hai Phong,,Hoi chung Klinefelter,Hon hop Caine,BN001369
BN001370,CS000025,Ngo Dai Quang,79201001370,3/8/1989,682,Trinh Van Can,Hoang Mai,Vinh Long,,,,BN001370
BN001371,CS000030,Chau Nhu Lang,79201001371,7/1/1957,4149,Nguyen Trung Truc,4,Hai Phong,,Benh tieu duong ,Quaternium,BN001371
BN001372,CS000002,Tran Xuan Xuyen,79201001372,8/23/1965,125,Nguyen Thi Minh Khai,3,Ba Ria-Vung Tau,,,,BN001372
BN001373,CS000019,Ho Anh Cat,79201001373,8/17/1978,3344,Ho Tung Mau,Tan Phu,Gia Lai,,Benh tieu duong ,,BN001373
BN001374,CS000011,Chu Viet Thinh,79201001374,6/28/1982,197,Phan Van Truong,Binh Tan,Bac Ninh,,Benh tieu duong ,,BN001374
BN001375,CS000025,Trung Thi Nguyen,79201001375,6/9/1984,399,Nam Ky Khoi Nghia,Binh Tan,Ha Tinh,,,,BN001375
BN001376,CS000006,Khuong An Luyen,79201001376,11/20/1964,2871,Ba Trieu,Hoang Mai,Hung Yen,,,Budesonide,BN001376
BN001377,CS000015,Ho Dinh Loan,79201001377,11/18/1999,1951,Hai Ba Trung,Binh Thanh,Ha Noi,,Benh mau kho dong ,Hon hop Carba,BN001377
BN001378,CS000040,Quach Kim Quoc,79201001378,5/20/1980,4315,Phan Van Truong,Cam Le,Yen Bai,,,,BN001378
BN001379,CS000003,Thinh Hoang Bang,79201001379,3/19/1986,4139,Cong Quynh ,1,Bac Giang,,,Kali diicat,BN001379
BN001380,CS000005,Pham Duc Phuc,79201001380,2/18/1954,3424,Bui Thi Xuan,7,Long An,,,Quaternium,BN001380
BN001381,CS000017,Hoang Vinh Thinh,79201001381,7/29/1970,4812,Trung Nhi,Phu Nhuan,Ha Noi,,,,BN001381
BN001382,CS000026,Lanh Thu Lang,79201001382,1/2/1963,1098,Phan Chu Trinh,Hai Ba Trung,Thai Nguyen,,Hoi chung Down ,Hon hop cao su den ,BN001382
BN001383,CS000048,Hinh Ngoc Cuong,79201001383,10/4/1960,3014,De La Thanh,Ba Dinh,Tay Ninh,,Benh mau kho dong ,Disperse blue 106,BN001383
BN001384,CS000023,Huong Thanh Dao,79201001384,3/23/1972,1417,Cong Quynh ,Binh Thuy,Vinh Long,,,,BN001384
BN001385,CS000001,Cong Le Hong,79201001385,2/23/1986,302,Ly Tu Trong,11,Dong Nai,,,,BN001385
BN001386,CS000034,Lac Xuan Hien,79201001386,1/7/2000,948,Nguyen Thien Thuat,Ninh Kieu,Lao Cai,,,Imidazolidinyl ure,BN001386
BN001387,CS000039,Le  Dang Song,79201001387,6/15/1995,3679,Nguyen Cong Tru,10,Dong Thap,,Hoi chung Turner,Ethylenediamine,BN001387
BN001388,CS000013,Lac Dai Nhiem,79201001388,6/9/1968,2489,Bui Thi Xuan,Hoang Mai,Dong Nai,,,,BN001388
BN001389,CS000018,Nguyen  The Huy,79201001389,5/21/1950,1887,Bai Say,Thanh Xuan,Thai Nguyen,,Hoi chung Down ,,BN001389
BN001390,CS000012,Quach Duc Cong,79201001390,10/30/1976,4873,Ly Tu Trong,Kien An,Ho Chi Minh,,Benh bach tang,,BN001390
BN001391,CS000042,Chau Huy Dung,79201001391,10/31/1957,3527,Dong Xuan,4,Cao Bang,,,,BN001391
BN001392,CS000022,Huynh Ba Cong,79201001392,7/4/1957,4497,Nguyen Trai,Duong Kinh,Bac Lieu,,Benh tieu duong ,Hon hop Caine,BN001392
BN001393,CS000013,Phung Kim Phong,79201001393,12/15/1984,101,Dong Xuan,Hai An,Bac Lieu,,Benh mau kho dong ,Budesonide,BN001393
BN001394,CS000031,Duong Dinh Ban,79201001394,3/21/1959,3109,Pho Hue,4,Son La,,,,BN001394
BN001395,CS000027,Vu Quang Nhiem,79201001395,2/22/1978,4624,Pho Hue,Ngu Hanh Son,Quang Tri,,Benh mau kho dong ,,BN001395
BN001396,CS000007,Ly Thi Bich,79201001396,4/25/1962,3620,Truong Dinh,10,Vinh Long,,Hoi chung Down ,,BN001396
BN001397,CS000003,Binh Tan Phi,79201001397,1/19/1972,1235,Bai Say,7,Cao Bang,,Cao huyet ap,Balsam của Peru,BN001397
BN001398,CS000018,Hinh Thai Son,79201001398,5/9/1996,4221,Le Thanh Ton,Thanh Khe,Tay Ninh,,Benh tieu duong ,Quaternium,BN001398
BN001399,CS000031,Le  Le An,79201001399,11/22/1982,2570,Nguyen Thai Binh,10,Ha Giang,,,,BN001399
BN001400,CS000014,Phi Hieu Nam,79201001400,7/27/1950,2283,Dang Tran Con,Ngu Hanh Son,Phu Yen,,,Hon hop Caine,BN001400
BN001401,CS000033,La An Hung,79201001401,7/30/1975,4766,Phan Boi Chau,5,Ca Mau,,Cao huyet ap,,BN001401
BN001402,CS000015,Cong An Huong,79201001402,12/1/1987,4312,Phan Chu Trinh,Binh Tan,Thanh Hoa,,Benh dong kinh ,,BN001402
BN001403,CS000031,Lang Van Lam,79201001403,5/3/1951,4178,Le Thi Rieng,Binh Thanh,Bac Ninh,,,,BN001403
BN001404,CS000040,Hinh Thanh Huyen,79201001404,12/29/1969,898,De La Thanh,7,Thua Thien-Hue,,Hoi chung Down ,Disperse blue 106,BN001404
BN001405,CS000032,La Kim Nam,79201001405,11/23/1993,2994,Nam Ky Khoi Nghia,Son Tra,Quang Tri,,Benh bach tang,Quaternium,BN001405
BN001406,CS000037,Hua Dinh Pham,79201001406,8/8/1980,3278,Nguyen Trung Truc,3,Thua Thien-Hue,,Cao huyet ap,,BN001406
BN001407,CS000003,Huynh Kim Chuong,79201001407,4/12/1985,3147,De La Thanh,Cau Giay,Ninh Thuan,,,Imidazolidinyl ure,BN001407
BN001408,CS000018,Hoang Duy Cuc,79201001408,10/8/1986,4008,Bach Mai,9,Hai Phong,,Benh mu mau ,Bacitracin,BN001408
